Website,Product Title,Price,In Stock
https://fenwickonline.myshopify.com,YSL Libre L'Eau Nue 90ml,1.47,true
https://cheaperoriginal.myshopify.com,YSL Libre Eau De Parfum ORIGINAL,72,true
